City,Category,Sub Category,English Name,Arabic Name,Rating,Reviews,Address,Postal Code,Location,Phone,Website,Image URL
Cairo,Clubs,نادي رياضي,Clubes,Clubes,5.0,عدد التعليقات: ٣,"
36HQ+R28، جسر البحر، المبيضة، روض الفرج، محافظة القاهرة‬ 4341473",4341473,,,,https://maps.gstatic.com/tactile/pane/default_geocode-2x.png
Cairo,Clubs,نادي رياضي,نادى هليوليدو,نادى هليوليدو,4.1,عدد التعليقات: ١٬٤٩٧,"
ش المعهد الاشتراكى، المنتزه، قسم مصر الجديدة، محافظة القاهرة‬ 4460125",4460125,"
38V7+WQ قسم مصر الجديدة","
02 22580070",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerO-7C2p2DI5ZzaS9qKzy82-LHHZwVBaoQ0U6UV3mny6QNzdXxAY_V5kmJPz7ll4VOeK6jANf8jeGxLfP2zGBJHijciKNj_-rg39miPd37rgH2bqoFjg1nTPTIUucYxWKw4ED8w=w408-h306-k-no
Cairo,Clubs,نادي رياضي,نادى الغابة الرياضى,نادى الغابة الرياضى,4.0,عدد التعليقات: ٣٬٦٦٨,"
محمد شفيق، النزهة، قسم النزهة، محافظة القاهرة‬ 4470111",4470111,"
483Q+47 قسم النزهة","
02 27761155",http://www.elghabaclub.com/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZwsuwgzNbdwIMQHEyvKfE7fS8_92Y43ONjQUzDzMrHz3grFBDu0PGaBakNxADfH0-tW9tcibDBI7ALHVdaEGM-4XIE9BbTBFjBYKpIEoDh7cB0zpwfIafAvgHF-uAC5C6_z55=w408-h306-k-no
Cairo,Clubs,النادي الاجتماعي,مركز شباب الجزيرة GYC,مركز شباب الجزيرة GYC,4.5,عدد التعليقات: ٩٠٩,"
الجزيره، الزمالك، محافظة القاهرة‬ 4270103",4270103,"
26XG+VH الزمالك",,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWLBNnT2JZDw6mO62ac-fteBxOLZyYzI8Uy_Hc89fzq8qHGgkw_EP8fU6CN518apPt9v91r_nT1NKCJ0SDgF2anLqx5EwXZ4DQUSw7xAIEGBgiQ0j0T99J1FL3VmaH7fZ9JNyxPA=w408-h306-k-no
Cairo,Clubs,نادي رياضي,نادي الجيش,نادي الجيش,4.2,عدد التعليقات: ٢٬٢٠٣,"
رصيف كوبري 15 مايو - جنوب، محمد مظهر، الزمالك، محافظة الجيزة 4271030",4271030,"
366C+C3 الزمالك","
02 27356635",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep863HzYTofO2NV6-DAQXshirUPUTY3U3DWIjmCWogueeJTSJr26wz-A1WYvQ0hEFP3kAntsFGC_IKC1oxbXyVfBJN_US87RA3vSUXqw3cHCurB5rezUM0PbC_Yg_RDwiL_5Goo=w426-h240-k-no
Cairo,Clubs,النادي الاجتماعي,نادي القضاة,نادي القضاة,4.6,عدد التعليقات: ٨٠٥,"
شارع شمبليون، معروف، قسم قصر النيل، محافظة القاهرة‬ 4272150",4272150,"
362Q+QH قسم قصر النيل","
02 29860442",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohJJiaZB9BmLP8A8TAyyfp8hHx2ZYEKkAXijZnITx9pKuq1MzOxLSq5gRvyJ-mQjtRVk--vsq2eriwVwGscA6y-IoNWr2lKlyHUAjXVfazk2651Zy39lbE4PayJMZu5zBE_GAV3g=w408-h306-k-no
Cairo,Clubs,صالة ديسكو,Xo Club Nightclub Cairo,Xo Club Nightclub Cairo,3.8,عدد التعليقات: ٧٣٤,"
النيل, street، قسم الجيزة، محافظة الجيزة 12612",12612,"
26G9+58 قسم الجيزة","
010 50004448",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwers_0kdVwe9ilm_2i2F3xmhznAXH_hL79tw7ymfi6wFsdnl3tFrwKazv4bGMwFNRf-4jS_cEdOt65XG2lzm7pTVTnYYweVwnpz_HRkgotHpgsDvXOq14Pi_0GcYaybOxy49ABcB=w425-h240-k-no
Cairo,Clubs,نادي رياضي,النادي الأهلي المصري,النادي الأهلي المصري,4.6,عدد التعليقات: ١١٬٥١٥,"
1-5، شارع الجبلايه، الزمالك، محافظة القاهرة‬ 4270020",4270020,"
26VF+MH الزمالك","
02 27357230",https://www.alahlyegypt.com/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqc796Z-_dAeKo6FkMCU2zBALrDG5gNTmveWN6tsmwZBqQSXmuePIipsG4sYdngzfNYfYx4C6ws-dr_4NmXWQkLE6c0p8rl9y3spnwWHmHoUMKj0XJH1ZSbjdOnv7vGvhfm13bBQw=w408-h306-k-no
Cairo,Clubs,نادي تجديف,نادي جامعة القاهرة للتجديف,نادي جامعة القاهرة للتجديف,4.2,عدد التعليقات: ٣٦١,"
114 El Nil St.، الدقي، قسم الجيزة، محافظة الجيزة 3750432",3750432,"
26PC+W9 قسم الجيزة","
02 37489946",https://www.yellowpages.com.eg/ar/profile/%D9%86%D8%A7%D8%AF%D9%89-%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9-%D9%84%D9%84%D8%AA%D8%AC%D8%AF%D9%8A%D9%81/18368,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmd3PMV-L0PzwFb7eCFIqz3TBZIdCGhSSPR9rakShQAYq_dS-hOBdukykqfjxHmCag3P60YggnJBViJ2MZu8_n70Hu9jROoOiA4nHYDuzWoIX5p_ph7vxq8HLtsbkIXoHf8MX9=w429-h240-k-no
Cairo,Clubs,نوادي,نادي الدبلوماسيين,نادي الدبلوماسيين,4.5,عدد التعليقات: ٣١٣,"
26WP+9R7، Intersection with Talaat Harb، شارع البستان، قسم قصر النيل، محافظة القاهرة‬",,,"
02 22566517",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoswww6YWEq0R_FIGx-NZysW8w4C66s2Vp8wCpFI07A4FiZ2e_Od5QhLDRpH6WGpkNnIhSrcL67nAEbkR4_M8P4XQv55ohFfCXUZy0l2dPSO3A7UFeLzOoHeDu9r1btEEPIuua6LJ73ZJQ=w408-h544-k-no
Cairo,Clubs,نوادي,نادى مهندسين القاهرة,نادى مهندسين القاهرة,4.1,عدد التعليقات: ٦٤١,"
XCHV+93W, Unnamed Road, قسم ثالث القاهره الجديده، محافظة القاهرة‬ 4713540",4713540,,,https://www.facebook.com/profile.php?id=100057543635562,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlCLcs55wHNtRSHdV1fAJcU6GPbrG6vBkm19ycbhEy_eAfV23Xvx2_rid4pKmiWlkOcUzRTc3uO0CnYrgkvu4cQy7QfWDaYd7sSMyPY9vs8G1VpR010-3FYxLMiYUwbB6bHVjWXA=w408-h306-k-no
Cairo,Clubs,نادي رياضي,نادى الغابة الرياضى,نادى الغابة الرياضى,4.0,عدد التعليقات: ٣٬٦٦٨,"
محمد شفيق، النزهة، قسم النزهة، محافظة القاهرة‬ 4470111",4470111,"
483Q+47 قسم النزهة","
02 27761155",http://www.elghabaclub.com/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZwsuwgzNbdwIMQHEyvKfE7fS8_92Y43ONjQUzDzMrHz3grFBDu0PGaBakNxADfH0-tW9tcibDBI7ALHVdaEGM-4XIE9BbTBFjBYKpIEoDh7cB0zpwfIafAvgHF-uAC5C6_z55=w408-h306-k-no
Cairo,Clubs,النادي الاجتماعي,نادي الري الرياضي- نادي وزاره الري,نادي الري الرياضي- نادي وزاره الري,4.5,عدد التعليقات: ١٢٥,"
36C9+5J9، أبو الفدا، الزمالك،",,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqKqio608mBMZTUvF1hbxkYm9-XoCeiw7XGJ0vtudqq57dpPOVkTBwJ3A-BoSbEkP_-XsnsbJ5nc8SG92-IUCg8DJbOddV6EIcrgzPKzwvcKe9e24c7GzhFeWE_vHvY9bGJJOo8uw=w408-h266-k-no
Cairo,Clubs,نادي رياضي,النادي الأهلي المصري,النادي الأهلي المصري,4.6,عدد التعليقات: ١١٬٥١٥,"
1-5، شارع الجبلايه، الزمالك، محافظة القاهرة‬ 4270020",4270020,"
26VF+MH الزمالك","
02 27357230",https://www.alahlyegypt.com/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqc796Z-_dAeKo6FkMCU2zBALrDG5gNTmveWN6tsmwZBqQSXmuePIipsG4sYdngzfNYfYx4C6ws-dr_4NmXWQkLE6c0p8rl9y3spnwWHmHoUMKj0XJH1ZSbjdOnv7vGvhfm13bBQw=w408-h306-k-no
Cairo,Clubs,نادي رياضي,نادي بلاتينيوم,نادي بلاتينيوم,4.4,عدد التعليقات: ٣٬١٦٤,"
النصر، ثانى القاهرة الجديدة، محافظة القاهرة‬ 11841",11841,"
2GQG+8V ثانى القاهرة الجديدة","
011 04870204",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-l0ehIX6L3MdU9TLIgMjc2y3PgsUQjd7dALGUH3x-rjPYnZ3lH-sQklRRe4nY0OeK0QvdqlNRH7-3cQPeWvkGVa1Dc4iL-SzC41Rh8d1HJwlHHk6jIh4YloGIWC0rJhI2Uuqx=w408-h306-k-no
Cairo,Clubs,نوادي,Engineering Club Third Settlement,Engineering Club Third Settlement,4.2,عدد التعليقات: ٥٣٢,"
XCHV+886، مدينة نصر، محافظة القاهرة‬ 4713540",4713540,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptpWlyMKL2dy5af6CmGvv3eK70-bw6aeBTXvxb4GogG-a5PhM62e5u9Oc6aGjMmUyH6btnB-2gmC9N9yinNtI3hS8AATlHNIHX_yhr0zo8mGhzWmf_5kAjeS0xZDMXZ4QdqvDy=w408-h306-k-no
Cairo,Clubs,النادي الاجتماعي,نادي نقابة المهندسين بالزمالك,نادي نقابة المهندسين بالزمالك,3.9,عدد التعليقات: ٦٬٤٤٤,"
27 أبو الفدا، الزمالك، محافظة القاهرة‬ 4271103",4271103,"
3699+G2 الزمالك","
02 27363246",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfNHf_uPQMifjqM70wihen8waQ5b1_OEpMeF7I5yNFFP2lg4Ab7iOl-UiqGjIm4bTBjn4SICz7cGDD618Qa0PTh7-OPBrvtpX5NUaRjqVUGwSB5oFEjtiCLnagdPoWrh5lZFjklw=w408-h306-k-no
Cairo,Clubs,نادي رياضي,نادى الشروق الرياضي,نادى الشروق الرياضي,3.8,عدد التعليقات: ١٬٦٥٧,"
الشروق، محافظة القاهرة‬ 4932430",4932430,"
5M52+X6 الشروق",,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2MR0HRu-w08WiZ9PFCioHU6IpDq1vwYNzODOHtP-pKo004VfdsJvSZIFUm5rIZ2oR2wNTpuajMlXyD--KbEPt1f3Ll3-c3ttF06i_VQQD57IzD_VrkWrK977jCmrkK-lMvDc=w426-h240-k-no
Cairo,Clubs,نوادي,نادي الجلاء,نادي الجلاء,4.1,عدد التعليقات: ٣٬٠٨٧,"
38WW+69G، العروبة، شيراتون المطار، قسم النزهة، محافظة القاهرة‬ 4471002",4471002,,"
02 2341791",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweofhRJrJUcmTXkERY3xaFW6ZSE1mGCtveC7wzLYMsRqD86m3mqE9tL1NPohLx6k4iDasKbfRUIPJTZlkjU5_Q3uoYE7bhyUGn2sT-Is6wWC8_2kTpoXolVYesfiTBlOSK-h04cF=w408-h408-k-no
Cairo,Clubs,النادي الرياضي,جهاز السباحة نادي المؤسسة العسكرية,جهاز السباحة نادي المؤسسة العسكرية,4.0,عدد التعليقات: ١٤٩,"
العز العسكري، القاهرة، محافظة القاهرة‬ 4914043",4914043,"
5H78+PQ الشروق","
011 00010340",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTvOVHb8r5SYG5XI2f9HCJyM6dPXuUKXLvmXu3rmKPujWzmqNzGbMGPILN0D-5geliQMKITIFnjQ0ZBH_Jfu_y-Nthospxa1bQyfAsPoLFDeWFvL_qCA760iCdkSZXUQPeJCyH=w408-h306-k-no
Cairo,Clubs,نادي رياضي,النادي الأهلي للرياضة - القاهرة الجديدة,النادي الأهلي للرياضة - القاهرة الجديدة,4.7,عدد التعليقات: ٢٬٣٣٥,"
ثانى القاهرة الجديدة، محافظة القاهرة‬ 4761210",4761210,"
2HQ3+RQ ثانى القاهرة الجديدة",,http://alahlyegypt.com/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMCzYGSfUxCKtVB4jRvWjQ_oxwb46fygIbzCKEf4pjpjGX4sMiwXPfeiwkGwxwwACHQ_wc9sOo9Bvk1ozBhmNrDm9kaTz_TWcSeCAKSqIZgCG-fWaPwamPny56os1gYLMQKEt28A=w408-h306-k-no
Cairo,Clubs,نوادي,ذا كلوب هاوس ابتون اعمار القاهرة,ذا كلوب هاوس ابتون اعمار القاهرة,4.6,عدد التعليقات: ١٬٩٥١,"
Up Town Cairo Rd, الأباجية، المقطم، محافظة القاهرة‬ 4415201",4415201,"
28C2+V2 المقطم","
02 25032021",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepWoNeYOJncGgk1wtWi3ZpoNg5oZhPSo63Wkc2Gyqz-NhSCbCQ14j6z4wtYyJrm_kNHq-GxUy5a2-rRE2On2Hq9wkuk9PWATGwafIDNPRtwMCs5NNqTg7E6Npa_EYjS1d6uB8ts=w408-h306-k-no
Cairo,Clubs,نادي رياضي,Clubes,Clubes,5.0,عدد التعليقات: ٣,"
36HQ+R28، جسر البحر، المبيضة، روض الفرج، محافظة القاهرة‬ 4341473",4341473,,,,https://maps.gstatic.com/tactile/pane/default_geocode-2x.png
Cairo,Clubs,نادي رياضي,نادي وادي دجلة شيراتون,نادي وادي دجلة شيراتون,4.3,عدد التعليقات: ٨٬٥٤٠,"
Near Wadi Degla club, Sheraton The district mall Sheraton Cairo, شيراتون المطار، قسم النزهة، محافظة القاهرة‬ 11757",11757,"
39VM+3M قسم النزهة",,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtHGPC-Ak_bENc2gwf4R9SFOpKq_ni21mlqvZI0Qc-nNj2U_Jq77fWCHexIW09Lk0YZNXTAqkjEu7A1wwAKpQ0gQTH-m8ZQ3ZYZSc29yqQ2IBvXfvC18TG36USN4g5u0xio7k=w408-h306-k-no
Cairo,Clubs,نوادي,نادي ايرو سبورت فرع ستار,نادي ايرو سبورت فرع ستار,4.3,عدد التعليقات: ١٬٩٤٠,"
499R+7GJ، شيراتون المطار، قسم النزهة، محافظة القاهرة‬ 4475001",4475001,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo7pfHx3k8OJ815tH9aXvLM4_gCq5gk7YgTMW0Pud3arA4cSyGu1mAnbA479d6rUh_uW-o3lR391Mavk0dQ-2-f2JRj6unvJ1nnr5p-IpP3l8-9k34D_dX2kfgxg1WV39lLOYD-=w408-h306-k-no
Cairo,Clubs,نادي رياضي,نادي المطرية الرياضي,نادي المطرية الرياضي,3.5,عدد التعليقات: ١٬٠٥٧,"
1 المترو، حلمية الزيتون، قسم المطرية، محافظة القاهرة‬ 4533173",4533173,"
4897+M5 قسم المطرية","
02 22505524",https://www.facebook.com/elmatriaclup/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwergMGwab43fTuoBeFg7_sEcDfgSvu2NL1ZgG4XxhWykZkhbUfB5khCCbRPfuAXVclMwvPadBzr3qI7EhYQhXuezeQTk_d5GxkDNYesvWqN1vkH1G3GjBo8-M3k8U4dyM4NpUmqJ=w408-h306-k-no
Cairo,Clubs,نوادي,نادي الدبلوماسيين,نادي الدبلوماسيين,4.5,عدد التعليقات: ٣١٣,"
26WP+9R7، Intersection with Talaat Harb، شارع البستان، قسم قصر النيل، محافظة القاهرة‬",,,"
02 22566517",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoswww6YWEq0R_FIGx-NZysW8w4C66s2Vp8wCpFI07A4FiZ2e_Od5QhLDRpH6WGpkNnIhSrcL67nAEbkR4_M8P4XQv55ohFfCXUZy0l2dPSO3A7UFeLzOoHeDu9r1btEEPIuua6LJ73ZJQ=w408-h544-k-no
Cairo,Clubs,مجمع رياضي,ستاد نادي سانتوس الرياضي,ستاد نادي سانتوس الرياضي,4.2,عدد التعليقات: ٨٤١,"
35 القاهرة 1، السلام الشرقية، قسم أول السلام، محافظة القاهرة‬ 4645240",4645240,"
5CCC+J8 قسم أول السلام",,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq06Xc58e6QIgO2aPPV5U3nXwnVh4c-xPngel0REN5vQeOL5KpekhKo-KJyX6IytPlg6WB1WdnWKHc1ntQV-04V37XUkdbiQaKvxrRb2sJHLVbcFdY1TnEJ81-uqIA2ys5IUn9v=w426-h240-k-no
Cairo,Clubs,نادي رياضي,نادي المعادي الرياضي واليخت,نادي المعادي الرياضي واليخت,4.4,عدد التعليقات: ٦٬٦١٥,"
النادي، معادي السرايات الغربية، قسم المعادي، محافظة القاهرة‬ 11431",11431,"
X777+XG قسم المعادي",,https://www.yellowpages.com.eg/ar/profile/%D9%86%D8%A7%D8%AF%D9%89-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%89-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%89-%D9%88%D8%A7%D9%84%D9%8A%D8%AE%D8%AA/59110,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerzoipXtQankGL1jua4Ho1VL8kD9oFHEdT3gnZCFrm3up-ZSsitLuxuNJVPhCfbwmwpmnHuIZ-rZVVdzXs2VfV-uBJDnEF_Y3ySWHquFD_M7RvmLsirfm-CmsX86PpyNBIVlsGgCA=w408-h408-k-no
Cairo,Clubs,النادي الاجتماعي,نادى النخيل الإجتماعي الرياضي alnakhil club,نادى النخيل الإجتماعي الرياضي alnakhil club,3.8,عدد التعليقات: ٤٬٦٥٦,"
أمام محطة مترو، الجراج تقاطع شارع 6 أكتوبر، جسر السويس، النزهة، قسم أول السلام",,"
49H6+GW قسم أول السلام","
010 65979589",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAO3inl4tROy0aure3w3HmgSAG3wrv0EQdhSEzga8aw4f5P4r6cBJe2Wir7lzMj0El-Wy4FRqyvrksUwN6qPe1e6bSXuPNv-WJBAWtu0CkwkaUAmnEQOHsZdjdMDwbI69fO4ZlYQ=w413-h240-k-no
Cairo,Clubs,نادي تجديف,نادي جامعة القاهرة للتجديف,نادي جامعة القاهرة للتجديف,4.2,عدد التعليقات: ٣٦١,"
114 El Nil St.، الدقي، قسم الجيزة، محافظة الجيزة 3750432",3750432,"
26PC+W9 قسم الجيزة","
02 37489946",https://www.yellowpages.com.eg/ar/profile/%D9%86%D8%A7%D8%AF%D9%89-%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9-%D9%84%D9%84%D8%AA%D8%AC%D8%AF%D9%8A%D9%81/18368,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmd3PMV-L0PzwFb7eCFIqz3TBZIdCGhSSPR9rakShQAYq_dS-hOBdukykqfjxHmCag3P60YggnJBViJ2MZu8_n70Hu9jROoOiA4nHYDuzWoIX5p_ph7vxq8HLtsbkIXoHf8MX9=w429-h240-k-no
Cairo,Clubs,نادي رياضي,مركز شباب التجمع الخامس,مركز شباب التجمع الخامس,3.9,عدد التعليقات: ٨٧٠,"
أحمد عرابي، قسم أول القاهرة الجديدة، محافظة القاهرة‬ 4371763",4371763,"
XCWH+94 قسم أول القاهرة الجديدة","
011 51077429",https://www.facebook.com/groups/2525554617671302/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_usGV42jEXMM1ipgI8RuSUxXzu66m_r5j-ddjGBNj9Z_NOPTg7No3tjc2B08_BW0QpuaEY6XgafD8Mz-ogeNjxIUe6LRryF3jXNqZeCqMKaXEaQYSNxlGaT15i2Xas3fLZ8Rsrg=w426-h240-k-no
Cairo,Clubs,نادي رياضي,نادي الطيران الرياضي - فرع التجمع الخامس,نادي الطيران الرياضي - فرع التجمع الخامس,3.9,عدد التعليقات: ٩١٠,"
2FRR+FCM، الحارث بن انس، قسم أول القاهرة الجديدة، محافظة القاهرة‬ 4740521",4740521,,,https://egyptfans.club/2017/05/24/%D8%AA%D8%B9%D8%B1%D9%81-%D8%B9%D9%84%D9%89-%D9%86%D8%A7%D8%AF%D9%89-%D8%A7%D9%84%D8%B7%D9%8A%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%89-%D9%88-%D8%A7%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRJxnL_hzbRZoXiKzDd8nbOlhicyDeNNUgQqZEm9kNQQLDXBMyI-ziGKVoqr6OWMQDuAR5qw8SXn3nqMBNQVC3JrTkuVbuq0cHxhNbHrUMhv6ll8X2nSW2l5SRpezj_7imXqlE=w408-h307-k-no
