City,Category,Sub Category,English Name,Arabic Name,Rating,Reviews,Address,Postal Code,Location,Phone,Website,Image URL
Cairo,Universities,جامعة خاصة,جامعة بدر بالقاهرة,جامعة بدر بالقاهرة,4.1,عدد التعليقات: ١٬٧٢٩,"
Entertainment Area، بدر، محافظة القاهرة‬ 4942340",4942340,"
4PH3+92 بدر","
02 28650400",http://www.buc.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_lnK2H1O1Y_3Xn6iLoe-Khq1CYqieOnGz84W6Iw6r482ddutkTPh3roduf-4wjJuwfzpS3-GntiFub7rt_XX8yuRLvzXYjKQa8A83CPH5oFHd1ahOgKGoZUzHUwJ4bYtitBi_=w426-h240-k-no
Cairo,Universities,جامعة,الجامعات الكندية في مصر,الجامعات الكندية في مصر,4.6,عدد التعليقات: ١٧١,"
2PH7+J2W New Administrative, الظهير الصحراوى لمحافظة ال، محافظة القاهرة‬ 4827401",4827401,,"
02 28139915",https://uofcanada.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepDG83Gr4a9seQQaexFJ2-RdYXPA9AXsNCDsKPu1H50eBcMXMXJgM3B-1qUF9be6sNSwwbN5sDaAOdGFweVlixfnNzZtlkJz-knXcYkNs_f7UUBol59_6OnSpCDroh805a1X1Qs=w408-h305-k-no
Cairo,Universities,جامعة خاصة,الجامعة الألمانية بالقاهرة,الجامعة الألمانية بالقاهرة,4.3,عدد التعليقات: ١٬٧٧٠,"
التجمع الثالث القاهرة الجديدة Al tagamoa, جمال عبد الناصر، قسم أول القاهرة الجديدة، محافظة القاهرة‬",,"
XCMR+Q3 قسم أول القاهرة الجديدة","
02 27589990",http://www.guc.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5tEw-b-dq8tKnTgJQUPJacyQlJMCJ3q0rUjaRy3J8lVOUHnm0OOjONlTUfXK0bk3wS1GODXtpZQehUtjU18V8S7qkgw1T4XDCMpBn74yrQ8ewWeWx3VjwNaCi1R1f_mruoxx9aA=w408-h272-k-no
Cairo,Universities,جامعة,جامعة مصر للمعلوماتية,جامعة مصر للمعلوماتية,4.7,عدد التعليقات: ١٤٥,"
2PC5+V6R, Unnamed Road, الظهير الصحراوى لمحافظة ال، محافظة القاهرة‬",,,,https://eui.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOOG8vmSqoF75BeqDCzvg73WdUSF_UPJviPM2eI_N2JqD4RweZ7UT-mQIF_SQSqHzfm7LBnR1Vswl-birIxNoc5ylBA2eqWdExqJrXkZLK1HXrs4qti8veGJfWfg1wO0AgJ3Ph0LS1cxe3=w408-h269-k-no
Cairo,Universities,جامعة خاصة,Horus University-Egypt,Horus University-Egypt,4.3,عدد التعليقات: ٥٦٨,"
CMX5+C2J، دمياط الجديدة، مدينة دمياط الجديدة، كفر سعد، دمياط،، مدينة دمياط الجديدة",,,"
011 44455581",https://horus.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYiEIXv3kjpIksRDHXh1MZ1XPB1UIlItL6MtvvSNygYBGxLXIlZyRImczW9QRcC0VVgP1bzma2mtbMUlYp5xuMiXgQ_GlfbFn70CVL-jpVt7wp50Tm4-ZoMxDjRKEGCf1NRwCo=w408-h269-k-no
Cairo,Universities,جامعة خاصة,جامعة النيل,جامعة النيل,4.4,عدد التعليقات: ٨٥٧,"
محور 26 يوليو، أول الشيخ زايد، محافظة الجيزة 3242020",3242020,"
2X6P+VP أول الشيخ زايد",,http://www.nu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqbPN-U0_znmGexGeyZ7GMEzFAZsbNCMjO0gWKoZ6xzJ806q1yqpCN7yvADJbNnLW9mdWRWseTKJzFQXfobAW7x_zsi1WdXR28CM1og6UxDn0euR8j2GtCt2-WmFwP2wG_0smbW=w408-h272-k-no
Cairo,Universities,جامعة,جامعة القاهرة,جامعة القاهرة,4.4,عدد التعليقات: ٤٬١٢٣,"
1 شارع الجامعة، أولى، قسم الجيزة، محافظة الجيزة 12613",12613,"
26G5+WM قسم الجيزة","
012 03330743",https://cu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRyfyYbNUfs9yG2jLlB7GzV4GcrnShNkFTl0UTZrsA0PGudRismn5hp41N4TBF8b3YOTYb91foHAyjcLsAtA_RhKzzp40VZzEjVw2i5UR7MLYkde969mQo1NcnTjCtwmCRKw89dA=w408-h291-k-no
Cairo,Universities,جامعة خاصة,جامعة أكتوبر للعلوم الحديثة والآداب,جامعة أكتوبر للعلوم الحديثة والآداب,4.3,عدد التعليقات: ١٬٩٣٢,"
26 July Mehwar Road intersection with Wahat Road, 6th of October",,"
XX45+M5 قسم أول 6 أكتوبر","
02 38371519",http://msa.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAOKbKGZ18Eo0gFteMqHfMa2K73ZeHoy2yKKIZUB3ApCYKcCviNETXLLoRP9_3dpMcoaLDhQFXUzJJM4TcogOKf5tcfCtEGod68HRHT1JIyMHWt0F-Nzcl6CfSoXcL5ds_7NKL=w408-h271-k-no
Cairo,Universities,جامعة خاصة,The American University in Cairo,The American University in Cairo,4.5,عدد التعليقات: ٢٬٤٠٦,"
AUC Ave, قسم أول القاهرة الجديدة، محافظة القاهرة‬ 11835",11835,"
2G93+M5 قسم أول القاهرة الجديدة","
02 26151000",https://www.aucegypt.edu/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqn69XfdCii2kU6tuDTwb3Wu30PiRyVA5vU_KWa_yG3gcxOjmCTyEFvOlYxYo4Sqy7ZFbkN1w8hphExGLx65l1R7e3FI5DBgEkJ_gVLQHm9447hjqlag1tntT2jpNWx3vQs_PHk-g=w460-h240-k-no
Cairo,Universities,جامعة,الجامعات الأوروبية في مصر,الجامعات الأوروبية في مصر,4.3,عدد التعليقات: ١٣٥,"
New capital, محور الشيخ محمد بن زايد الشمالي،, Cairo Governorate Desert, Cairo Governorate R3, New Administrative Capital. Next to the Sports City, محافظة القاهرة‬",,"
2PR5+6F الظهير الصحراوى لمحافظة ال","
010 29695599",http://eue.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4fVcAlSsZnu_m7US1u-bxdEOQVbBwYQU4mTA334HLGWqSITkv6M5dOWwTWBcjZr-LmqEtY95MY4CR-Oq3fOEAyDhVdJnSJJDiguKq83ET4oxkAiP2FHA5lhasTtevu8_uPOLN=w426-h240-k-no
Cairo,Universities,جامعة,جامعة المنصورة,جامعة المنصورة,4.3,عدد التعليقات: ٥٬٠٩٤,"
١شارع شارع الجمهورية، اول المنصورة، محافظة الدقهلية 35516",35516,"
29V3+XF اول المنصورة","
050 2200243",http://mans.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoum2aEP2TtG3De1xJUThj2jk6fCG_9V6yNCYXcIZlK9174726zVbpoX1BCZR7pZDD1OUjxTYkXaCieMyTxDXGCmp0sMI5j2E65dSZ5PAJDtkCmMDKSZg9ZnzPtcK8CMtPTnGJjTw=w449-h240-k-no
Cairo,Universities,جامعة,جامعة القاهرة الفرع الدولي,جامعة القاهرة الفرع الدولي,4.5,عدد التعليقات: ٥٥,"
2XF8+XQH، قسم أول 6 أكتوبر، محافظة الجيزة 3235404",3235404,,,https://ibcu.cu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6FbsHDwYHiKROvMsHwdhEnY_J6IXoNFxxZCJjtqYJ53wFnk-UryKJnDRDFUAO8pNicXArR5FxQI2XdaAynRfsPCOear4j7ira76-nD_LE6LtY0ciFME-6fXlo09UlE9aKexox=w408-h306-k-no
Cairo,Universities,جامعة,جامعة حلوان,جامعة حلوان,3.7,عدد التعليقات: ٣٬٧٥٣,"
السكة الحديد، الغربية، قسم حلوان، محافظة القاهرة‬ 4034572",4034572,"
V899+FV قسم حلوان","
02 25569061",http://www.helwan.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweox-jG6V2ppKCYWLTvmeBdRnYtdvQ1sCCJaSiirbccTdslZ2dPETUcU6VHwTlLCVhBZ2xDtp81CZDc52IZQTkR_v41kV6SS1ObDJvd3tjounygObAbjKMv4MHBwYojHu7kThDms=w408-h524-k-no
Cairo,Universities,جامعة,جامعة كفر الشيخ,جامعة كفر الشيخ,4.3,عدد التعليقات: ٢٬٠٦٥,"
طريق مبارك، كفر أبو طبل، قسم اول مدينة كفر الشيخ، محافظة كفر الشيخ 6860404",6860404,"
3WWW+VW قسم اول مدينة كفر الشيخ","
047 3109590",https://www.kfs.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerpVfxVeEM-T4UvL_CI7z3aHkt_460IVjQ3AZ1tGs-rqUAeC8jxZTQFrvBVbpACTlz4Ipi3Zp9Qi8DRNdzswoqb9nOo7TuiEStCyEzevmsSvgsjmxpKpmC0p1qOQ4ECEWl9kt484Q=w426-h240-k-no
Cairo,Universities,جامعة,جامعة قناة السويس,جامعة قناة السويس,4.0,عدد التعليقات: ١٬١٧٤,"
الشيخ زايد، EL SALAM DISTRICT، محافظة الإسماعيلية 8366004",8366004,"
J7F9+5J قسم ثالث الاسماعيلية","
064 3200395",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerIWJs_0AVJyOTxAxMMnfNlQY9hyAnVIHh3xd8X9eGpcYDgD13SlpUI3z6HFR4W6VtFgMsfmNL-K9L98VuYOqvgNwQ3h7YFB2CmPU9l7hKrZdw0xCoFsj8YY1kTdSS1VorWEAzgMg=w408-h725-k-no
Cairo,Universities,جامعة,جامعة بنها الأهلية,جامعة بنها الأهلية,4.2,عدد التعليقات: ٣٠٥,"
العبور، محافظة القليوبية 6360231",6360231,"
6FV5+Q3 العبور","
012 03427771",https://ob.bu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep7gxzXvmRekAstUHLh7M_RhfH2rTJ43dUFIJceRiqpp0T3_xcxPAb83H7VhN7rt7JMqAG_obd5En6BCuCHbITh__Zi6vWsd6Q4IC2heT4tTfBWriK23-xZMIoXpDBLiPcnrsUFXSlDVZ4Y=w408-h306-k-no
Cairo,Universities,جامعة خاصة,جامعة العبور للعلوم والتكنولوجيا OUST,جامعة العبور للعلوم والتكنولوجيا OUST,4.4,عدد التعليقات: ٢١,"
7FHF+W29، طريق القاهرة - بلبيس الصحراوى، الظهير الصحراوى العاشر من رمضان، محافظة القاهرة‬،، مركز بلبيس، 7050210",7050210,,,https://oust.edu.eg/en,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6j8yj8RN539lX4vLMD3iQw0PuZxjKK27_IOls_holXypTNwj53BgLGHtJL9TqFUpsd6T0qc9PWWgyA9_-0bWDtKiHwm95QodM2qyltzSAJeb_32XuuDNdD8Lsa6myZmW58wWuo8xX3UAv=w408-h544-k-no
Cairo,Universities,جامعة,جامعة بنها,جامعة بنها,4.1,عدد التعليقات: ٦٦٦,"
شارع هاني علي كامل بجوار مستشفي الجامعه Fareed Nada Street، بنها، محافظة القليوبية 13511",13511,"
F5CJ+GM بنها","
013 3231011",http://www.bu.edu.eg/en/index.htm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo4OLA0JW2LEvOdE9PovPGYWiiDsDY__7RbztXVi46Ktu0Qi9otwYm8nJ96jwUxv9WYFbQdKKXCeoV8M-5FsUmCulHnk0DaTTBtlPRFPnc7P6uKBEu6FY63i3C7vjFznZ32P2ju=w408-h544-k-no
Cairo,Universities,جامعة عامة,الجامعة المصرية للتعلم الإلكترونى الأهلية,الجامعة المصرية للتعلم الإلكترونى الأهلية,3.9,عدد التعليقات: ١١٣,"
33 شارع المساحه، الدقي أ، قسم الدقي، محافظة الجيزة 12611",12611,"
26Q8+3Q قسم الدقي","
0216541",http://www.eelu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-h7Lvq11L-7_-EljZNFcQDWeYyF0LI3Li5vKnc743IgfBzrSQLKlss9_lz5ZNfXYz-eKw1naxGCg2XlWE2RAj_BCl2SwGSpoKRVtzYsqsuQePKI7ylHAiO7zvlm2RYD_Pt0EThw=w408-h271-k-no
Cairo,Universities,جامعة,UPEI Cairo Campus,UPEI Cairo Campus,4.2,عدد التعليقات: ٢١,"
Universities of Canada in, الظهير الصحراوى لمحافظة ال، محافظة القاهرة‬ 4827401",4827401,"
2PH7+J4 الظهير الصحراوى لمحافظة ال",,https://upei.uofcanada.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQnt2dP_0KnZk2EVIjoDLbQ24ByUn2YdTS_NyR3LmE-mOsJdzZtRe5uX1Gtn7DMw67b5-0xaFmhycOWGOR_T6ij9ejRKpgKAed5AeUwJGrIwSoJWhHxgcHF2647vRNlCm4n06QzQ=w408-h544-k-no
Cairo,Universities,جامعة خاصة,جامعة ٦ أكتوبر,جامعة ٦ أكتوبر,4.0,عدد التعليقات: ٢٬٢٤٨,"
قسم أول 6 أكتوبر، محافظة الجيزة 3232031",3232031,"
XWGX+28 قسم أول 6 أكتوبر","
02 38355276",http://www.o6u.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoAo8AgKVxGBgVkC20PClyawaKSM9v4PFk1o76pVsnyVgyfycKpXdFsPcQ2sf5kO-uyCOiHhZy8vaj-F2bIGvA431VO1FGU9Wg_Q1M_XdhM_EefnDL2LXLaQVW_HhvuRTFhLYNDlg=w408-h544-k-no
Cairo,Universities,جامعة,الجامعة المصرية الصينية فرع مدينة نصر,الجامعة المصرية الصينية فرع مدينة نصر,4.7,عدد التعليقات: ٧٢,"
40 مساكن النقابات، الحي العاشر، مدينة نصر، محافظة القاهرة‬ 4442301",4442301,"
29M5+FV مدينة نصر","
02 26351964",https://ecu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPzhJ4U9cFAIVrozH2kUUYvGYLMoBiVuXBjhTpYvpnwJFlNp17KSs7eYj9fx__hZkRGnYnI_qWMWzKtpbihBCbN4NiYAKQBaAl49o2X5CC2xdSMpCSiog0KxqEgD9S4vNNCfg=w408-h271-k-no
Cairo,Universities,جامعة خاصة,جامعة نيو جيزة,جامعة نيو جيزة,4.5,عدد التعليقات: ٥١١,"
قسم أول 6 أكتوبر، محافظة الجيزة 3294701",3294701,"
2388+MF قسم أول 6 أكتوبر","
012 79160318",http://ngu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweofw3nMis0lCKmk6V_R1O-bO83opDSabhN4TFsz28WCk2gvA2twVl3M2Eq4-2GqwMh1a0YLHFzFaBKvkxyZlaMnRQW2SySO2V9pUpuvleiww3MtK6TreoDMnQdtE_YMOrqSjNQ3=w408-h338-k-no
Cairo,Universities,جامعة خاصة,الجامعة الحديثة للتكنولوجيا والمعلومات MTI,الجامعة الحديثة للتكنولوجيا والمعلومات MTI,3.8,عدد التعليقات: ١٬٢٦٠,"
الجامعة الحديثة، الأباجية، المقطم، محافظة القاهرة‬ 4411601",4411601,"
X8V6+9G المقطم","
02 27294184",http://www.mti.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerh605beAoVAiLrOAgYR2QJapO1Li1sgPkSVjTfOriFrvp5BbxLdpR5Jhilx9Q7tr5QLjbeWvbUD-ldn2mGX73gDD4K99Q7eyduZZW5BvpnwHNAJtlDUKCeMsLRYJZcp8gYdhOSaQ=w408-h306-k-no
Cairo,Universities,كلية,الجامعة العمالية فرع مدينة نصر,الجامعة العمالية فرع مدينة نصر,3.7,عدد التعليقات: ٢٠٣,"
6 طريق النصر ناصية، 6 عباس العقاد، المنطقة السادسة، مدينة نصر، محافظة القاهرة‬",,"
389P+9X مدينة نصر","
02 22754601",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepRznX6er40iVFtV6Uh7i42pb7EvN8hpiIuVJ2pD2pKiRl49R2ejwsw73SV1NO9WLKPUNoFrqhv8-zK3AEVSnx_f9nKpI_7fvaCKnz4S7Qn3OVBL3F6eveVCDWNuSB45-U5bAKS=w408-h306-k-no
Cairo,Universities,جامعة خاصة,جامعة المدينة بالقاهرة,جامعة المدينة بالقاهرة,4.7,عدد التعليقات: ٨٧,"
طريق الجامعات، بدر، محافظة القاهرة‬ 11757",11757,"
4MQP+CP بدر","
012 22223031",https://cuc.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMrMHMzRAuRD5tYV9c2qX38vZxd0XxI6sc1Qm2dmHEW7d4Efg9lptZyiAWfQoSxTbkFVQfg_6pfdJftQJAa4N8c-wCnsN76eX_SojoVy3j1_ma4pguHy08uNaGH40Gqlj5AIGO=w408-h355-k-no
Cairo,Universities,جامعة,جامعة العبور,جامعة العبور,5.0,عدد التعليقات: ٦,"
ك21طريق، طريق القاهرة - بلبيس الصحراوى، بلبيس، الصحراوي،",,"
7FWM+79 العبور",,,https://maps.gstatic.com/tactile/pane/default_geocode-2x.png
Cairo,Universities,جامعة,جامعة الحياة بالقاهرة,جامعة الحياة بالقاهرة,4.4,عدد التعليقات: ٤٨,"
قسم ثالث القاهره الجديده، محافظة القاهرة‬ 4717411",4717411,"
XGFH+R4 قسم ثالث القاهره الجديده","
02 27558100",http://ahuc.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepO3RzC0gVufaamX1nSwLSjW9g2SkhxqZACt7IvzoJbVnEe3TCUbtFFyRYqro3IquhcOHgKCypjCHXA66cmz_5nIXLmoNsk1Ev4-kd20wOJGx7jA6KJAQvVST8Pkn4nrVgLQ0C9aw=w567-h240-k-no
Cairo,Universities,جامعة,جامعة الأزهر الشريف بالقاهرة,جامعة الأزهر الشريف بالقاهرة,4.4,عدد التعليقات: ٣٬٢٥٦,"
المخيم الدائم، جامعة الأزهر، مدينة نصر،، محافظة القاهرة‬ 4434103",4434103,"
3857+62 ثان مدينة نصر","
02 22636192",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIwcaU55uLbuOgzug2SEsQdP0SpI1nsN_QUQ1E-w2iQ82HzEDl5CP1b7gTAwzULzKtZym6uYMCTgv60S3tR8-JF_N43nWXY1nI6egzcjFYHzVIKgTCDmbWPU5If_oSR1rSiok-nQ=w408-h306-k-no
Cairo,Universities,جامعة,جامعة القاهرة فرع الشيخ زايد,جامعة القاهرة فرع الشيخ زايد,4.5,عدد التعليقات: ٤٣٦,"
22M9+5G6، El-Bostan Road، أول الشيخ زايد، محافظة البحيرة 3245511",3245511,,"
011 59660815",http://cu.edu.eg/ar/Home,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSysq-b_Sqwa_7wRgkEkM3SojloR8jdrpBZXFPcRfNYrF_sxqajVCN5ceudMmRZ79br_bfFLO2kNKZ-IP13xg9oQoJSXQ9zBxwHOshe2bSLIRDVkgtpaP1EkKExhS3Z5s_Hcwi16FmoGBG=w408-h306-k-no
Cairo,Universities,جامعة عامة,جامعة الإسكندرية,جامعة الإسكندرية,4.2,عدد التعليقات: ٤٧٣,"
22 طريق الجيش، الأزاريتة والشاطبي، باب شرق، محافظة الإسكندرية 5424041",5424041,"
6W67+66 باب شرق","
03 5921678",https://www.alexu.edu.eg/index.php/en/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOfOsD1HOUNYQeIxAvQdKBcRSy6oyiAaLTybg5NBl_ZvgTUaRyiMvV_5l5oXaPW5QOOQWBX5t47YBySRuOrbbMt0Ug_izXw1cr8rxryogjQdzclhMLvR5yZazAs6Gs7AA9Q_pApA=w408-h323-k-no
Cairo,Universities,جامعة,جامعة مايو بالقاهرة,جامعة مايو بالقاهرة,4.4,عدد التعليقات: ١٧٨,"
V95M+8P3، الشياخة الأولى، قسم 15 مايو، محافظة القاهرة‬ 11235",11235,,"
015 55331500",https://muc.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqErJ9tQM7i6K705o2Z-c3kPyQYcVJoQ8Xth4GNVjQvKfQ1nygTCf1nj_3oUGHV61UJPLTPjLUx2Xc9kq9J9-7PSn7bxD3FqSq0eW2pqlBWE6UtpxqbTDEXDz4BoBEEvKD1M3IDww=w408-h306-k-no
Cairo,Universities,جامعة خاصة,جامعة هيرتفوردشاير الإنجليزية-العاصمة الإدارية,جامعة هيرتفوردشاير الإنجليزية-العاصمة الإدارية,4.3,عدد التعليقات: ٢٢٤,"
XJWM+Q53، الظهير الصحراوى لمحافظة ال، محافظة القاهرة‬ 4813001",4813001,,,https://gaf.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4oO9hNy4BaYM4PXyZ8e6q4X8E3qxAqHEx07u3DmJtCOsag_S5mVeGZAW1pHsq3arrX6n4LfHnni0j-T2Rj1ZVO5D4FBM2myGt0bqkFCcd46gIeXQKdcox0F-Dv0b4aqKx-FpGBw=w408-h544-k-no
Cairo,Universities,جامعة,الإدارة العامة لجامعة المنوفية,الإدارة العامة لجامعة المنوفية,3.8,عدد التعليقات: ٧٩٢,"
جمال عبد الناصر، قسم شبين الكوم، مركز شبين الكوم، محافظة المنوفية 6131567",6131567,"
H287+66 مركز شبين الكوم","
048 2222170",http://mu.menofia.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYvniXDLv20w533S5OoUciIQVLlJ5UrXb_5HzCjc51WjTMckxQnBd2aP4KYXrYIR9VTCW3mu8_yBlA7JfjR1lgKykWkpM4kCi5X0192R1CK8NEBiYZXHAkjq3jy8AvpBpkfB-OVTikKDET=w408-h408-k-no
