City,Category,Sub Category,English Name,Arabic Name,Rating,Reviews,Address,Postal Code,Location,Phone,Website,Image URL
Cairo,Hospitals,مستشفى,مستشفى كليوباترا,مستشفى كليوباترا,4.2,عدد التعليقات: ٣٬٦٧٣,"
39 Cleopatra، Salah Eldin Square St، محافظة القاهرة‬",,"
38VH+6W قسم مصر الجديدة","
02 24143931",http://www.cleopatrahospitals.com/,https://lh3.googleusercontent.com/p/AF1QipOmtUS2z05Z_W9HT_fNcQI4P6onpu3NH-7wX6Ug=w408-h408-k-no
Cairo,Hospitals,مستشفى,مستشفى الندى,مستشفى الندى,4.0,عدد التعليقات: ٣٠٥,"
54 المنيل، المنيل الغربي، قسم مصر القديمة، محافظة القاهرة‬ 11553",11553,"
269F+9W قسم مصر القديمة","
02 25311616",https://www.elnadahospital.com/,https://lh3.googleusercontent.com/p/AF1QipMTXwC6nWt59cyImv-OH-j7Q6w8k0pOrIptDcMQ=w408-h271-k-no
Cairo,Hospitals,مستشفى,مستشفى صيدناوي,مستشفى صيدناوي,3.4,عدد التعليقات: ٣٨٩,"
93 شارع الجمهورية، الجيارة، الأزبكية، محافظة القاهرة‬ 4320221",4320221,"
364W+PM الأزبكية","
02 25900866",http://hiocairo.com/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLyaDMimKmAJAuHnr8a-y11zQBjXXJwachXzN0ypraEyE90Yci8_f7f35sJ29-vMRTvBHDBTIVXqWsp6ZRhwvWrlkKM_kVHhx209Pmdl5MyUG-RoTJpgEkDcDnET80fQJFyXUvv1Qe_LJd=w408-h353-k-no
Cairo,Hospitals,مستشفى,مستشفى فريد حبيب,مستشفى فريد حبيب,3.6,عدد التعليقات: ٧١٢,"
مستشفى فريد حبيب قطعة رقم 16081, قطعة رقم 5, Rock Ville Rd, العبور، محافظة القليوبية 6361264",6361264,"
6FFJ+9P العبور","
02 46142000",https://farid-habib-hospital.com/,https://lh3.googleusercontent.com/p/AF1QipN2KGDVY24PJEk4yMuv1oalhczL3A_n6dV0KHTc=w576-h240-k-no
Cairo,Hospitals,مستشفى,مستشفى قصر العيني التعليمي الجديد,مستشفى قصر العيني التعليمي الجديد,3.9,عدد التعليقات: ٥٩٥,"
كورنيش النيل، العيني، قسم السيدة زينب، محافظة القاهرة‬ 4262001",4262001,"
26JJ+3J قسم السيدة زينب","
02 23654061",https://www.facebook.com/Informationkasr/,https://lh3.googleusercontent.com/p/AF1QipPObSWkn-A6sRmsx0CwwFFDi9H0BtokhjmJOfnM=w408-h306-k-no
Cairo,Hospitals,مستشفى,المستشفي اليوناني بالقاهرة,المستشفي اليوناني بالقاهرة,4.0,عدد التعليقات: ٧٥,"
١٥، أحمد فواد عبد العزيز السريات، السرايات، الوايلى",,"
378J+M7 الوايلى",,https://m.facebook.com/pages/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D9%88%D9%86%D8%A7%D9%86%D9%8A-%D8%A8%D8%A7%D9%84%D8%B9%D8%A8%D8%A7%D8%B3%D9%8A%D8%A9/1810648962569545,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqeSnxoIrC1RJHuxlkGvxUSTYpikizQrW7BDAYADy1wOnz-s3GMhH3ZiLTldYl3GA4HcQRp19imegfsHDK8J8nrbYB3knn0Ao472eKVbfeYrun5BivY-M_9b0FYSjPkV__lKviz7g=w408-h408-k-no
Cairo,Hospitals,مستشفى,المستشفى الإيطالى,المستشفى الإيطالى,3.7,عدد التعليقات: ٣٠٢,"
17 السرايات، St، Abbassieh، محافظة القاهرة‬ 11757",11757,"
378J+PV الوايلى","
02 36740088",http://www.italianhospital.com/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerodC2dsd-EM_YaI3RF56jnU7znmXSCLFVAFItBAvrziIStgApcAWseXy2snu9kH1mgmFsnhwkdv020TQNhDCXMsjILpCT67-ysaBugseg0LhYCNur6V0eLGwqzhjM3ld59zpXM=w408-h305-k-no
Cairo,Hospitals,مستشفى,مستشفي الانجلو امريكان,مستشفي الانجلو امريكان,3.7,عدد التعليقات: ٢٠٨,"
الزمالك، محافظة القاهرة‬ 4270023",4270023,"
26WC+GM الزمالك","
02 27356164",http://facebook.com/AngloAmericanHospital,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoxQfxCb6CeNhiSrdM4dpiZrCB1fpKOTBzANpb1yF6E1i0enKn6cVQTOnGOoyR-6GO83GRUnVY-rUldgYaD-zYCFay182mB-BYlQTDdNgQmjD5h1zO8UytgmCdFOfbrqSGNRNY=w408-h544-k-no
Cairo,Hospitals,مستشفى خاصة,مستشفى صفوة الجولف,مستشفى صفوة الجولف,4.9,عدد التعليقات: ٤٬٨٦١,"
25 متفرع من، عبد الله دراز، الجولف، مدينة نصر، محافظة القاهرة‬",,"
38MP+F9 مدينة نصر","
02 26909877",https://m.facebook.com/pages/category/Hospital/%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%D9%84%D8%B1%D8%B3%D9%85%D9%8A%D9%87-%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%8A-%D8%B5%D9%81%D9%88%D9%87-%D8%A7%D9%84%D8%AC%D9%88%D9%84%D9%81-1655284954683694/?locale2=ar_AR,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBclPhFrTT4v_oSyXopyiXOp-S4v5yDAm2LsC-fyeesJ7ojwGuQ2aAhWkhs_usxQqVRGEDqFc_21vnPFR9EEF-oBKQHAESiUMkE5xC8WsyveX-SUUXuDxJ_j-Oe6HBX5flimk=w408-h408-k-no
Cairo,Hospitals,المستشفى الحكومي,مستشفى دار الشفاء,مستشفى دار الشفاء,4.0,عدد التعليقات: ٣٧٣,"
25 محمد الفهمي، العباسية الغربية، الوايلى، محافظة القاهرة‬ 4390301",4390301,"
37CH+HF الوايلى","
010 65803258",https://www.smc.gov.eg/DarelshefaahosAr/home,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMfoz9S8FpGwGWhXlwlxbFJhcwdA3m711I2AfVy-fOthtc1NHziX5d7W-JTe3viQ1_iWiyxYr7_G9w4R8tUCFAuzCS4BGjgJ7TMl_PLQFLUPzsou0_IZGyvXEmgb_9drn87ObV=w408-h306-k-no
Cairo,Hospitals,مستشفى,مستشفى المعلمين,مستشفى المعلمين,3.5,عدد التعليقات: ١٦٣,"
Al، الخرطوم",,"
26VF+QW الزمالك","
02 27374726",https://m.facebook.com/pages/category/Health-Beauty/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%85%D9%8A%D9%86-%D8%A8%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-1478277605588179/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFPEUX_vSxPmMEgA4rLbxcJ_NretL3u59kpAWkqUzlTMr1cT4Iy7Iimg53TlfiTbgZ18so9Jmr_EdN9DcvMC-v8POVPWwebTx7jzNR4OkRkU_EQJcBcCaCTr7whxXLftUpqITtkw=w408-h306-k-no
Cairo,Hospitals,المستشفى الحكومي,مستشفى شبرا العام,مستشفى شبرا العام,3.7,عدد التعليقات: ٢٦٠,"
75 عطفة أبو العلا، الترعة البولاقية، شبرا، محافظة القاهرة‬ 4343221",4343221,"
37F2+8W شبرا","
02 22352325",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgFwAMWNX086aElUVMbOpezbDzVtkbBpWsSb5aYN2_v4TPAbOLuVbe3ppJrffWXZ1dIby2z_dAlUhD34v-vihmx2rJK9lZPoyXcteYWkDAR7wIZRaRG2hAXvlLrP99hmdBGWzg=w408-h408-k-no
Cairo,Hospitals,مستشفى,كايرو كلينك جناح النساء والولاده,كايرو كلينك جناح النساء والولاده,4.6,عدد التعليقات: ١٬٤٥٦,"
41 دمشق، St، حي العجوزة، محافظة الجيزة 3752221",3752221,"
352V+99 حي العجوزة",,,https://lh3.googleusercontent.com/p/AF1QipNpIdGjdYOqPbiId0nydQp8E8g0qY4d-fGCbVQV=w408-h408-k-no
Cairo,Hospitals,مستشفى,مستشفى الراعى الصالح,مستشفى الراعى الصالح,3.4,عدد التعليقات: ٢٥٣,"
121 Shoubra، Street، جسر شبرا، روض الفرج، محافظة القاهرة‬ 11672",11672,"
36GW+P8 روض الفرج","
02 22049254",https://m.facebook.com/pages/category/Hospital/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D8%B1%D8%A7%D8%B9%D9%89-%D8%A7%D9%84%D8%B5%D8%A7%D9%84%D8%AD-%D8%A8%D8%B4%D8%A8%D8%B1%D8%A7-185945405504061/?locale2=ar_AR,https://lh3.googleusercontent.com/gps-cs-s/AHVAwereyiQdCQ061GiUWLgH10p9-XPe8TYbtmtsbNZXPhCmea1gYVLlg1IgH15P0p0zL5C7MZ8AsNXyPM2ugaGXkeXP8gftA5odlnnyLC2lVxS6D8Cbi6zfTpu2c7Skqb9NX7OIJcYq=w408-h581-k-no
Cairo,Hospitals,مستشفى,مستشفى الشيخ زايد ال نهيان,مستشفى الشيخ زايد ال نهيان,3.8,عدد التعليقات: ٢٦٤,"
قاعة رويال، طريق، الأباجية، ثان مدينة نصر، محافظة القاهرة‬ 4432002",4432002,"
27XQ+RF ثان مدينة نصر","
02 23378018",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweox3Xz1KYOTWGzBD_7z44V_XzapY_VjdX-kg9mT-GlWso11Z1zIwBBEK-HJYKdox9QVS8kO1NQC3nHmzipCYek9SBX68OJ8I0DH1lLPfd2gr8dYJ7db56n6yTHtII2HXMMljBPP=w408-h285-k-no
Cairo,Hospitals,مستشفى,مستشفى مغربي للعيون - القاهرة,مستشفى مغربي للعيون - القاهرة,3.6,عدد التعليقات: ٤٤١,"
السيدة نفيسه، حدائق زينهم، قسم السيدة زينب، محافظة القاهرة‬ 4261010",4261010,"
27F2+8C قسم السيدة زينب","
02 23661800",https://www.magrabi.com.sa/hospital/magrabi-eye-hospital-cairo/,https://lh3.googleusercontent.com/p/AF1QipMxsC2oKHcolz6APLM5NhXSPA6GttYZ7Kh7FR8K=w426-h240-k-no
Cairo,Hospitals,مستشفى,جامعة القاهرة مستشفى الطلبة,جامعة القاهرة مستشفى الطلبة,4.0,عدد التعليقات: ٢٠٥,"
2685+2MW، Giza Bridge، Road، أولى، البحيرة",,,"
02 35721088",https://www.facebook.com/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A9-%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9-354824134551280/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweppJDeaE6yaBEjLLZlP-KdwTZ0JdWzAu_sLCfCwqrv4NJHC-zeuaEAMpqcPfG7wxIA7JBoJL5YZnUwg_kKTCh34FoK9vdcu2jiz8DodHhPSw7IVKxNijrzMJt1bO_LiqB1fQn8j=w408-h306-k-no
Cairo,Hospitals,مستشفى,المستشفي اليوناني بالقاهرة,المستشفي اليوناني بالقاهرة,4.0,عدد التعليقات: ٧٥,"
١٥، أحمد فواد عبد العزيز السريات، السرايات، الوايلى",,"
378J+M7 الوايلى",,https://m.facebook.com/pages/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D9%88%D9%86%D8%A7%D9%86%D9%8A-%D8%A8%D8%A7%D9%84%D8%B9%D8%A8%D8%A7%D8%B3%D9%8A%D8%A9/1810648962569545,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqeSnxoIrC1RJHuxlkGvxUSTYpikizQrW7BDAYADy1wOnz-s3GMhH3ZiLTldYl3GA4HcQRp19imegfsHDK8J8nrbYB3knn0Ao472eKVbfeYrun5BivY-M_9b0FYSjPkV__lKviz7g=w408-h408-k-no
Cairo,Hospitals,مستشفى خاصة,المركز الطبى للمقاولون العرب,المركز الطبى للمقاولون العرب,4.1,عدد التعليقات: ٥٤٧,"
अल-नासर आरडी, अल अबगेया, नसर शहर, कैरो गव्हर्नरेट, 4433013",4433013,"
373W+MJ ثان مدينة نصر","
02 23426000",http://www.ac-medicalcenter.com/,https://lh3.googleusercontent.com/p/AF1QipN3R908JzyaUv_QZFAsbIth8z1_fyjy9LIZzqAW=w426-h240-k-no
Cairo,Hospitals,مستشفى,مستشفي الانجلو امريكان,مستشفي الانجلو امريكان,3.7,عدد التعليقات: ٢٠٨,"
الزمالك، محافظة القاهرة‬ 4270023",4270023,"
26WC+GM الزمالك","
02 27356164",http://facebook.com/AngloAmericanHospital,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoxQfxCb6CeNhiSrdM4dpiZrCB1fpKOTBzANpb1yF6E1i0enKn6cVQTOnGOoyR-6GO83GRUnVY-rUldgYaD-zYCFay182mB-BYlQTDdNgQmjD5h1zO8UytgmCdFOfbrqSGNRNY=w408-h544-k-no
Cairo,Hospitals,مستشفى,مستشفى الجلاء التعليمي,مستشفى الجلاء التعليمي,3.6,عدد التعليقات: ٢٦٥,"
363Q+V7V، شارع الجلاء، القلاية، بولاق، محافظة القاهرة‬ 11432",11432,,"
02 25756245",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoxHfz4eG0RmjmJUiBANHLDQNNrxAj86eGJs3t-7Wne--2EchJfO0--LqNVW39ptB6IodzzJw0jKNlkzyXZbc26uC4JkMkLXHHexO1typ99UJ-JlDHnFOFMyWrZywRjfyMaJFp7nw=w408-h544-k-no
Cairo,Hospitals,مستشفى,مستشفى السكه الحديد,مستشفى السكه الحديد,4.0,عدد التعليقات: ١١٨,"
رمسيس، عرابي، الأزبكية، محافظة القاهرة‬ 4321001",4321001,"
365R+FQ الأزبكية","
02 25760476",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerHv8KiepGa_tLaISO3yMwa5WaEjnhuHvuy-_AoUSqr3QL8iv7GCw0RIP8lPUBWlG8vKw5VXlAYYvoA7GOcJ9p1KkPeCvMA_nWm4fu2p0akvxttR5j3oOifQp-x1z5WswQ859XVsk197Ocb=w408-h251-k-no
Cairo,Hospitals,مستشفى,مستشفى روض الفرج العام,مستشفى روض الفرج العام,3.4,عدد التعليقات: ٦٥,"
36GP+VPQ، إبن الرشيد، روض الفرج، محافظة القاهرة‬ 4341046",4341046,,"
02 24581118",https://healtheg.com/ar/Item/872/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%B1%D9%88%D8%B6-%D8%A7%D9%84%D9%81%D8%B1%D8%AC-%D8%A7%D9%84%D8%B9%D8%A7%D9%85/%D8%A7%D9%84%D8%B9%D9%86%D9%88%D8%A7%D9%86,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOFnweEmIqFy7TB9wmub2mi4ckrlcf1u8oeFiNk0YdKN6S4s9afX-rTEF4C0eH-xtotnwSYfkhyp-ZB-b1mCG0C2rzJN8I47tgvovn40gRYoVq4N6JktKH62k--8DdkTRnBt9Trg=w426-h240-k-no
Cairo,Hospitals,مستشفى,ElGomhoria Teaching Hospital مستشفى الجمهورية التعليمى,ElGomhoria Teaching Hospital مستشفى الجمهورية التعليمى,3.8,عدد التعليقات: ٦٠,"
12 El Baramouny St, As Saqqyin, Abdeen، Cairo، Egypt، 16 إسماعيل أبو طبل، St، محافظة القاهرة‬",,"
26QX+H9 قسم السيدة زينب","
02 23905166",,https://lh3.googleusercontent.com/p/AF1QipM4lgvTHmElZ1IKVYJabrcn7CAvAZdrOEXh1RY8=w426-h240-k-no
Cairo,Hospitals,مستشفى,مستشفى المنيل التخصصي,مستشفى المنيل التخصصي,3.5,عدد التعليقات: ١٥٧,"
26JG+77W، abdel aziz Al Saoud st.، MANIAL EL RODA، قسم مصر القديمة، محافظة القاهرة‬ 4240310",4240310,,"
02 23634260",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzOwa_MRDQUOrp5TliN09heNWjNvFEbfGPSgG7uUoETCOkLHyH8fO6j6WgTED6yL5Es1vQc_6xUF-C3ak4cbSLpcUxSJtCxqyHaxcIOminpFJavNfxBFRD6snxH7YsWWoG3p0k=w408-h306-k-no
Cairo,Hospitals,مستشفى,New Giza Community Hospital,New Giza Community Hospital,4.7,عدد التعليقات: ٢٧,"
26FX+4W9، حدائق زينهم، قسم السيدة زينب، محافظة القاهرة‬ 4261005",4261005,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9tKcpZslJTSOy-GS74q-merUogt7P5uifCG6QDqMKrVltYrFgjnW4aN8JOVm9QC7P2Xm1NmTL_m-26E3aaoN1VXVzFtessiVnepFDRhZQvEqgIvDHH3CQC-kpgBtbQBcAYL8=w408-h544-k-no
Cairo,Hospitals,مستشفى,مستشفى كليوباترا التجمع,مستشفى كليوباترا التجمع,4.8,عدد التعليقات: ٤١٠,"
قسم أول القاهرة الجديدة، محافظة القاهرة‬ 4730110",4730110,"
2C98+QJ قسم أول القاهرة الجديدة","
219668",https://www.cleopatrahospitals.com/,https://lh3.googleusercontent.com/p/AF1QipOehkWk2vLpUM3mKajlkKurnx5l7Dwlndu3rWF8=w408-h272-k-no
Cairo,Hospitals,كلية الطب,مستشفى القصر العيني,مستشفى القصر العيني,4.0,عدد التعليقات: ٢٨٨,"
الإنشا والمنيرة، قسم السيدة زينب، محافظة القاهرة‬ 11956",11956,"
26PP+48 قسم السيدة زينب","
02 23643524",https://medicine.cu.edu.eg/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweou641hkThE83JpeZ32N17EaFPyrS9iF9vQxEKupokdizzN3Up7Kv05hzyGCOD2LGv8BeDVbBMChbyQjClTan4D3CCjMsum98FMUxpAiFaOMomYr86BO9oAL7WR3NsAMgcO7NPN=w408-h270-k-no
Cairo,Hospitals,مستشفى,مستشفى مبرة مصر القديمه,مستشفى مبرة مصر القديمه,3.5,عدد التعليقات: ١٨٣,"
268J+VM4، السكة الحديد، الأنور وعشش البارون، قسم مصر القديمة، محافظة القاهرة‬ 4246010",4246010,,"
02 23625680",https://madaresegypt.com/ar/Itm/236154/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D9%85%D8%A8%D8%B1%D8%A9-%D9%85%D8%B5%D8%B1-%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D9%85%D8%A9/%D8%A7%D9%84%D8%B9%D9%86%D9%88%D8%A7%D9%86,https://lh3.googleusercontent.com/gps-cs-s/AHVAweppV7-NhGzaV9aztHS9lgZ4wdN9c1efaFHVRpviOO4qfYPGlr6Sb0S33dgzakz-W64n5v_IMpqwR1df08fV8KjvKwDfPCqNsd-0j2IfFXRPj0-CV6qdW5g5EmWJV_5PZgk-5o0i=w481-h240-k-no
Cairo,Hospitals,مستشفى,مستشفى ابو الريش للاطفال,مستشفى ابو الريش للاطفال,3.9,عدد التعليقات: ٢٠٢,"
المريس، الإنشا والمنيرة، قسم السيدة زينب، محافظة القاهرة‬ 4262010",4262010,"
26HM+RV قسم السيدة زينب",,http://www.140online.com/company/C8324/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89%20%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%20%D8%A3%D8%A8%D9%88%20%D8%A7%D9%84%D8%B1%D9%8A%D8%B4/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerIzoTrQUtl419j6rMyhGMT6iXM67RrnekMjVhleUjtK2gw1YnW2SDOL2wtzd6mMJxjmEK6rOYbpocF6I3-bGAIjSpEda7RIJZnpWX9Tzkdu78SyLvZhRyZP4NXvTbXJnvoEvk=w408-h544-k-no
Cairo,Hospitals,مستشفى,مستشفى الحكمة,مستشفى الحكمة,3.8,عدد التعليقات: ١٠٢,"
قسم السيدة زينب، 18 الرشيدي، المنيرة، قسم السيدة زينب، محافظة القاهرة‬ 11562",11562,"
26JM+26 المنيرة، إمبابة","
02 23680200",http://www.alhekmahosp.com/,https://lh3.googleusercontent.com/p/AF1QipNiRPBBCXDB9n_97KOV7U7a6maMCO-71cYmu4NP=w426-h240-k-no
Cairo,Hospitals,مستشفى,مستشفى جراحات اليوم الواحد,مستشفى جراحات اليوم الواحد,4.0,عدد التعليقات: ١٧٢,"
28X9+M65، El Sehha St.، الحي السادس، مدينة نصر، محافظة القاهرة‬ 4434040",4434040,,"
02 24052402",https://www.smc.gov.eg/ElbasatenSurgAr/home,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepcq-fnI5ah9rhTJJ-JgDe599QrP6yU7aUoRXkrtrPSlS_AVlUm3z60yoRxstWKMARGpi6YWQwwCqxMGSNEG0WvJ8dA7iVmwrP_D1zzss6lIcmD6PHtw6l8n6wSv6jxDSvqmCWboQ=w408-h544-k-no
